0th epoch,    train_loss: 2.3755531311035156, val_loss: 4.6475605964660645, train_acc: 0.2605042016806723, val_acc: 0.18303946263643997, train_top5: 0.573109243697479, val_top5: 0.5407220822837951
48th epoch,    train_loss: 0.11340362578630447, val_loss: 0.020443184301257133, train_acc: 0.9840336134453781, val_acc: 0.7959697732997482, train_top5: 1.0, val_top5: 0.9689336691855583
49th epoch,    train_loss: 0.05543051287531853, val_loss: 0.5750237107276917, train_acc: 0.9829131652661064, val_acc: 0.7942905121746432, train_top5: 1.0, val_top5: 0.9680940386230059
time.struct_time(tm_year=1970, tm_mon=1, tm_mday=1, tm_hour=0, tm_min=12, tm_sec=12, tm_wday=3, tm_yday=1, tm_isdst=0)
0th epoch,    train_loss: 1.7348605394363403, val_loss: 4.18864631652832, train_acc: 0.22969187675070027, val_acc: 0.2174643157010915, train_top5: 0.5316526610644258, val_top5: 0.5566750629722922
1th epoch,    train_loss: 1.6898808479309082, val_loss: 2.182196617126465, train_acc: 0.4781512605042017, val_acc: 0.20067170445004198, train_top5: 0.8408963585434174, val_top5: 0.5717884130982368
2th epoch,    train_loss: 1.3595104217529297, val_loss: 3.904437303543091, train_acc: 0.6260504201680672, val_acc: 0.1998320738874895, train_top5: 0.907843137254902, val_top5: 0.5020990764063812
3th epoch,    train_loss: 0.6113348007202148, val_loss: 1.259196162223816, train_acc: 0.7507002801120448, val_acc: 0.5759865659109992, train_top5: 0.9599439775910364, val_top5: 0.8723761544920235
4th epoch,    train_loss: 0.6226319074630737, val_loss: 4.479353427886963, train_acc: 0.8302521008403362, val_acc: 0.30142737195633923, train_top5: 0.9809523809523809, val_top5: 0.5869017632241813
5th epoch,    train_loss: 0.6815515160560608, val_loss: 4.5940842628479, train_acc: 0.8943977591036415, val_acc: 0.25440806045340053, train_top5: 0.9946778711484594, val_top5: 0.5373635600335852
6th epoch,    train_loss: 0.1664082407951355, val_loss: 1.8645398616790771, train_acc: 0.9333333333333333, val_acc: 0.7707808564231738, train_top5: 0.9983193277310924, val_top5: 0.9496221662468514
7th epoch,    train_loss: 0.34511077404022217, val_loss: 0.9522348046302795, train_acc: 0.9574229691876751, val_acc: 0.7178841309823678, train_top5: 0.9997198879551821, val_top5: 0.9303106633081444
8th epoch,    train_loss: 0.09827744215726852, val_loss: 0.22194088995456696, train_acc: 0.9675070028011205, val_acc: 0.7951301427371956, train_top5: 0.9994397759103641, val_top5: 0.9622166246851386
9th epoch,    train_loss: 0.10135409235954285, val_loss: 1.3993891477584839, train_acc: 0.9745098039215686, val_acc: 0.8119227539882452, train_top5: 1.0, val_top5: 0.9655751469353484
10th epoch,    train_loss: 0.08233682811260223, val_loss: 0.32495760917663574, train_acc: 0.9719887955182073, val_acc: 0.8052057094878253, train_top5: 0.9997198879551821, val_top5: 0.9689336691855583
11th epoch,    train_loss: 0.16221930086612701, val_loss: 2.14430832862854, train_acc: 0.9795518207282913, val_acc: 0.8144416456759026, train_top5: 1.0, val_top5: 0.9680940386230059
12th epoch,    train_loss: 0.11422546952962875, val_loss: 0.6370334625244141, train_acc: 0.976750700280112, val_acc: 0.8178001679261125, train_top5: 1.0, val_top5: 0.9748110831234257
13th epoch,    train_loss: 0.0479341596364975, val_loss: 1.1448421478271484, train_acc: 0.9795518207282913, val_acc: 0.815281276238455, train_top5: 1.0, val_top5: 0.9731318219983207
14th epoch,    train_loss: 0.10620222985744476, val_loss: 0.4270634651184082, train_acc: 0.9817927170868347, val_acc: 0.815281276238455, train_top5: 1.0, val_top5: 0.9706129303106633
15th epoch,    train_loss: 0.07487580925226212, val_loss: 0.4788883626461029, train_acc: 0.9829131652661064, val_acc: 0.81696053736356, train_top5: 1.0, val_top5: 0.9706129303106633
16th epoch,    train_loss: 0.058465465903282166, val_loss: 0.8705793023109436, train_acc: 0.9845938375350141, val_acc: 0.8211586901763224, train_top5: 1.0, val_top5: 0.9706129303106633
17th epoch,    train_loss: 0.019701238721609116, val_loss: 2.0623133182525635, train_acc: 0.9834733893557422, val_acc: 0.8228379513014273, train_top5: 1.0, val_top5: 0.9731318219983207
18th epoch,    train_loss: 0.05114943906664848, val_loss: 0.18679353594779968, train_acc: 0.9815126050420168, val_acc: 0.8136020151133502, train_top5: 1.0, val_top5: 0.9680940386230059
19th epoch,    train_loss: 0.1177615225315094, val_loss: 0.015189370140433311, train_acc: 0.984313725490196, val_acc: 0.81696053736356, train_top5: 1.0, val_top5: 0.9689336691855583
20th epoch,    train_loss: 0.02603786811232567, val_loss: 0.5268924236297607, train_acc: 0.9820728291316526, val_acc: 0.8127623845507976, train_top5: 1.0, val_top5: 0.9706129303106633
21th epoch,    train_loss: 0.1019306480884552, val_loss: 0.005566608160734177, train_acc: 0.9845938375350141, val_acc: 0.81696053736356, train_top5: 1.0, val_top5: 0.9714525608732157
22th epoch,    train_loss: 0.013379721902310848, val_loss: 0.5493639707565308, train_acc: 0.9826330532212885, val_acc: 0.818639798488665, train_top5: 1.0, val_top5: 0.9697732997481109
23th epoch,    train_loss: 0.006387363187968731, val_loss: 0.36446458101272583, train_acc: 0.9834733893557422, val_acc: 0.8203190596137699, train_top5: 1.0, val_top5: 0.9706129303106633
24th epoch,    train_loss: 0.06781891733407974, val_loss: 0.4005521237850189, train_acc: 0.9823529411764705, val_acc: 0.8236775818639799, train_top5: 1.0, val_top5: 0.9739714525608733
25th epoch,    train_loss: 0.09361520409584045, val_loss: 0.06256512552499771, train_acc: 0.9851540616246499, val_acc: 0.8211586901763224, train_top5: 1.0, val_top5: 0.9722921914357683
26th epoch,    train_loss: 0.022258099168539047, val_loss: 0.11927568167448044, train_acc: 0.9854341736694678, val_acc: 0.8253568429890848, train_top5: 1.0, val_top5: 0.9739714525608733
27th epoch,    train_loss: 0.021455634385347366, val_loss: 0.024143114686012268, train_acc: 0.9851540616246499, val_acc: 0.8219983207388749, train_top5: 1.0, val_top5: 0.9739714525608733
28th epoch,    train_loss: 0.008215297013521194, val_loss: 0.8570828437805176, train_acc: 0.9859943977591037, val_acc: 0.8303946263643996, train_top5: 1.0, val_top5: 0.9731318219983207
29th epoch,    train_loss: 0.15962213277816772, val_loss: 0.30974850058555603, train_acc: 0.9831932773109243, val_acc: 0.818639798488665, train_top5: 1.0, val_top5: 0.9706129303106633
30th epoch,    train_loss: 0.05944213643670082, val_loss: 2.852510452270508, train_acc: 0.984313725490196, val_acc: 0.8203190596137699, train_top5: 1.0, val_top5: 0.9731318219983207
31th epoch,    train_loss: 0.022722071036696434, val_loss: 0.5344412922859192, train_acc: 0.9854341736694678, val_acc: 0.8287153652392947, train_top5: 1.0, val_top5: 0.9714525608732157
32th epoch,    train_loss: 0.059825703501701355, val_loss: 0.5148349404335022, train_acc: 0.9820728291316526, val_acc: 0.8236775818639799, train_top5: 1.0, val_top5: 0.9739714525608733
33th epoch,    train_loss: 0.003996843937784433, val_loss: 0.2023666799068451, train_acc: 0.984313725490196, val_acc: 0.8253568429890848, train_top5: 1.0, val_top5: 0.9739714525608733
34th epoch,    train_loss: 0.08369165658950806, val_loss: 0.018935365602374077, train_acc: 0.9831932773109243, val_acc: 0.8245172124265323, train_top5: 1.0, val_top5: 0.9706129303106633
35th epoch,    train_loss: 0.025916840881109238, val_loss: 0.22343946993350983, train_acc: 0.9876750700280112, val_acc: 0.8270361041141897, train_top5: 1.0, val_top5: 0.9714525608732157
36th epoch,    train_loss: 0.029933448880910873, val_loss: 0.9897967576980591, train_acc: 0.9862745098039216, val_acc: 0.8236775818639799, train_top5: 1.0, val_top5: 0.9706129303106633
37th epoch,    train_loss: 0.04942002519965172, val_loss: 0.012041466310620308, train_acc: 0.9862745098039216, val_acc: 0.8219983207388749, train_top5: 1.0, val_top5: 0.9714525608732157
38th epoch,    train_loss: 0.03886313736438751, val_loss: 1.5176591873168945, train_acc: 0.9865546218487395, val_acc: 0.8203190596137699, train_top5: 1.0, val_top5: 0.9714525608732157
39th epoch,    train_loss: 0.045896515250205994, val_loss: 0.9924230575561523, train_acc: 0.9859943977591037, val_acc: 0.8228379513014273, train_top5: 1.0, val_top5: 0.9706129303106633
40th epoch,    train_loss: 0.06830751895904541, val_loss: 1.3738645315170288, train_acc: 0.984313725490196, val_acc: 0.8194794290512175, train_top5: 1.0, val_top5: 0.9731318219983207
41th epoch,    train_loss: 0.16245916485786438, val_loss: 0.8185001015663147, train_acc: 0.984873949579832, val_acc: 0.8211586901763224, train_top5: 1.0, val_top5: 0.9697732997481109
42th epoch,    train_loss: 0.08485951274633408, val_loss: 1.6794620752334595, train_acc: 0.9837535014005602, val_acc: 0.8261964735516373, train_top5: 1.0, val_top5: 0.9722921914357683
43th epoch,    train_loss: 0.057683806866407394, val_loss: 0.5109466910362244, train_acc: 0.9837535014005602, val_acc: 0.8236775818639799, train_top5: 1.0, val_top5: 0.9706129303106633
44th epoch,    train_loss: 0.03866909444332123, val_loss: 0.023166436702013016, train_acc: 0.9879551820728292, val_acc: 0.8211586901763224, train_top5: 1.0, val_top5: 0.9714525608732157
45th epoch,    train_loss: 0.009440992958843708, val_loss: 0.49007564783096313, train_acc: 0.984873949579832, val_acc: 0.8253568429890848, train_top5: 1.0, val_top5: 0.9714525608732157
46th epoch,    train_loss: 0.029928961768746376, val_loss: 0.8372039198875427, train_acc: 0.9859943977591037, val_acc: 0.8228379513014273, train_top5: 1.0, val_top5: 0.9714525608732157
47th epoch,    train_loss: 0.00883651152253151, val_loss: 0.6255260109901428, train_acc: 0.9865546218487395, val_acc: 0.8194794290512175, train_top5: 1.0, val_top5: 0.9714525608732157
48th epoch,    train_loss: 0.012869839556515217, val_loss: 0.4454861581325531, train_acc: 0.984873949579832, val_acc: 0.8245172124265323, train_top5: 1.0, val_top5: 0.9722921914357683
49th epoch,    train_loss: 0.0422428622841835, val_loss: 0.47147396206855774, train_acc: 0.9845938375350141, val_acc: 0.815281276238455, train_top5: 1.0, val_top5: 0.9731318219983207
time.struct_time(tm_year=1970, tm_mon=1, tm_mday=1, tm_hour=0, tm_min=27, tm_sec=48, tm_wday=3, tm_yday=1, tm_isdst=0)
